37c428a092fbdd2c90f737767902e4fb,2,1
07557944c07696634dd05df42af21699,2,1
3e61ebd9f814ad3ba7dfc9b35e8cc7c1,0,1
a9602ee195b5681c72c91cd92b87023f,2,1
f1d2c4308e80d2d78b632ab032219e65,2,1
9023adec42721e6a0bcd0014b00fadda,1,1
093d2336b04ec2307f478e796517be22,2,1
075477b8f5581ab35a72ae4bb362872e,1,1
74754cf626e3c09a0359fcb4a11b70fb,1,1
bcda2c48c1ebb4c4cd0751da9a83a3c2,2,1
0703b9a522c76d9779a4dd6a43bc21fc,2,1
c858ada7620b83130a61d7a6e325e0a4,2,1
f660b2b77031f7ffd2fd5689f850ffe4,2,1
cb4063598989540cd18fc9f4ab0f0c4e,2,1
1cfee901d9c092439a14965321910776,2,1
6a9c870d7b219a149f87a1227335d22a,1,1
4142f0a903e462687f3b6d6bcb3885ce,1,1
